"cueanexo","cuise","nombre","departamento","municipio","sector","ambito","oferta","grado","matricula","repitentes"
"540110300","1302","INST. ""CARLOS LINNEO""","OBERA","OBERA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","4to Año/Grado","60","5"
"540110300","1302","INST. ""CARLOS LINNEO""","OBERA","OBERA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","5to Año/Grado","58","2"
"540110300","1302","INST. ""CARLOS LINNEO""","OBERA","OBERA","Privado","Urbano","Común - SNU ","No Corresponde","525",""
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Jardín de infantes ","Sala de 4 años","23",""
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Jardín de infantes ","Sala de 5 años","22",""
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","1er Año/Grado","24","0"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","2do Año/Grado","24","0"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","3er Año/Grado","23","0"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","4to Año/Grado","25","0"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","5to Año/Grado","26","0"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","6to Año/Grado","28","0"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","28","0"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","1er Año/Grado","158","9"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","2do Año/Grado","179","21"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","3er Año/Grado","147","17"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","4to Año/Grado","129","25"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","5to Año/Grado","119","6"
"540110400","1604","ESC. NORMAL SUP. Nº 04: ""NICOLAS AVELLANEDA""","OBERA","OBERA","Estatal","Urbano","Común - SNU ","No Corresponde","431",""
"540110600","1410","ESC. ADULTOS Nº 10: ""JOSE CASIMIRO ORTIZ""","SAN IGNACIO","CORPUS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","1er Año/Grado","80",""
"540110600","1410","ESC. ADULTOS Nº 10: ""JOSE CASIMIRO ORTIZ""","SAN IGNACIO","CORPUS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","2do Año/Grado","37",""
"540110600","1410","ESC. ADULTOS Nº 10: ""JOSE CASIMIRO ORTIZ""","SAN IGNACIO","CORPUS","Estatal","Urbano","Adultos - Primaria ","1er Ciclo","8",""
"540110600","1410","ESC. ADULTOS Nº 10: ""JOSE CASIMIRO ORTIZ""","SAN IGNACIO","CORPUS","Estatal","Urbano","Adultos - Primaria ","2er Ciclo","7",""
"540110600","1410","ESC. ADULTOS Nº 10: ""JOSE CASIMIRO ORTIZ""","SAN IGNACIO","CORPUS","Estatal","Urbano","Adultos - Primaria ","3er Ciclo","19",""
"540110700","0105","ESC. Nº 105","OBERA","CAMPO VIERA","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","23","4"
"540110700","0105","ESC. Nº 105","OBERA","CAMPO VIERA","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","19","1"
"540110700","0105","ESC. Nº 105","OBERA","CAMPO VIERA","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","18","0"
"540110700","0105","ESC. Nº 105","OBERA","CAMPO VIERA","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","16","0"
"540110700","0105","ESC. Nº 105","OBERA","CAMPO VIERA","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","25","1"
"540110700","0105","ESC. Nº 105","OBERA","CAMPO VIERA","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","14","1"
"540110700","0105","ESC. Nº 105","OBERA","CAMPO VIERA","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","16","0"
"540110800","0128","ESC. Nº 128: ""SANTA CATALINA""","APOSTOLES","APOSTOLES","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","7","0"
"540110800","0128","ESC. Nº 128: ""SANTA CATALINA""","APOSTOLES","APOSTOLES","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","9","0"
"540110800","0128","ESC. Nº 128: ""SANTA CATALINA""","APOSTOLES","APOSTOLES","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","15","1"
"540110800","0128","ESC. Nº 128: ""SANTA CATALINA""","APOSTOLES","APOSTOLES","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","6","0"
"540110800","0128","ESC. Nº 128: ""SANTA CATALINA""","APOSTOLES","APOSTOLES","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","10","3"
"540110800","0128","ESC. Nº 128: ""SANTA CATALINA""","APOSTOLES","APOSTOLES","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","8","0"
"540110900","0136","ESC. Nº 136","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","1er Año/Grado","19","0"
"540110900","0136","ESC. Nº 136","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","2do Año/Grado","16","1"
"540110900","0136","ESC. Nº 136","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","3er Año/Grado","15","0"
"540110900","0136","ESC. Nº 136","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","4to Año/Grado","13","0"
"540110900","0136","ESC. Nº 136","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","5to Año/Grado","17","0"
"540110900","0136","ESC. Nº 136","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","6to Año/Grado","19","0"
"540110900","0136","ESC. Nº 136","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","7mo Año/Grado","20","0"
"540111000","0139","ESC. Nº 139","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","1","0"
"540111000","0139","ESC. Nº 139","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","2","0"
"540111000","0139","ESC. Nº 139","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","4","0"
"540111000","0139","ESC. Nº 139","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","2","0"
"540111000","0139","ESC. Nº 139","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","1","0"
"540111000","0139","ESC. Nº 139","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","2","0"
"540111000","0139","ESC. Nº 139","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","2","0"
"540111001","0139","Aula Sat. Nº 01: ""ESC. Nº 139"" (Ex ""ESC. Nº 198"")","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural","Común - Jardín de infantes ","Sala de 5 años","1",""
"540111001","0139","Aula Sat. Nº 01: ""ESC. Nº 139"" (Ex ""ESC. Nº 198"")","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural","Común - Primaria de 7 años ","4to Año/Grado","2","0"
"540111001","0139","Aula Sat. Nº 01: ""ESC. Nº 139"" (Ex ""ESC. Nº 198"")","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural","Común - Primaria de 7 años ","5to Año/Grado","2","0"
"540111001","0139","Aula Sat. Nº 01: ""ESC. Nº 139"" (Ex ""ESC. Nº 198"")","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural","Común - Primaria de 7 años ","7mo Año/Grado","4","0"
"540111100","0235","ESC. Nº 235: ""GRAL. SAN MARTIN""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","9","0"
"540111100","0235","ESC. Nº 235: ""GRAL. SAN MARTIN""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","6","0"
"540111100","0235","ESC. Nº 235: ""GRAL. SAN MARTIN""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","8","0"
"540111100","0235","ESC. Nº 235: ""GRAL. SAN MARTIN""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","5","0"
"540111100","0235","ESC. Nº 235: ""GRAL. SAN MARTIN""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","7","0"
"540111100","0235","ESC. Nº 235: ""GRAL. SAN MARTIN""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","6","0"
"540111100","0235","ESC. Nº 235: ""GRAL. SAN MARTIN""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","4","0"
"540111400","0718","ESC. Nº 718: ""MEDALLA MILAGROSA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","1er Año/Grado","65","0"
"540111400","0718","ESC. Nº 718: ""MEDALLA MILAGROSA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","2do Año/Grado","55","3"
"540111400","0718","ESC. Nº 718: ""MEDALLA MILAGROSA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","3er Año/Grado","87","5"
"540111400","0718","ESC. Nº 718: ""MEDALLA MILAGROSA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","4to Año/Grado","82","5"
"540111400","0718","ESC. Nº 718: ""MEDALLA MILAGROSA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","5to Año/Grado","73","5"
"540111400","0718","ESC. Nº 718: ""MEDALLA MILAGROSA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","6to Año/Grado","57","2"
"540111400","0718","ESC. Nº 718: ""MEDALLA MILAGROSA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","78","5"
"540111500","0735","ESC. Nº 735","ELDORADO","ELDORADO","Estatal","Urbano","Común - Primaria de 7 años ","1er Año/Grado","36","0"
"540111500","0735","ESC. Nº 735","ELDORADO","ELDORADO","Estatal","Urbano","Común - Primaria de 7 años ","2do Año/Grado","39","9"
"540111500","0735","ESC. Nº 735","ELDORADO","ELDORADO","Estatal","Urbano","Común - Primaria de 7 años ","3er Año/Grado","40","6"
"540111500","0735","ESC. Nº 735","ELDORADO","ELDORADO","Estatal","Urbano","Común - Primaria de 7 años ","4to Año/Grado","39","6"
"540111500","0735","ESC. Nº 735","ELDORADO","ELDORADO","Estatal","Urbano","Común - Primaria de 7 años ","5to Año/Grado","44","4"
"540111500","0735","ESC. Nº 735","ELDORADO","ELDORADO","Estatal","Urbano","Común - Primaria de 7 años ","6to Año/Grado","46","5"
"540111500","0735","ESC. Nº 735","ELDORADO","ELDORADO","Estatal","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","46","5"
"540111600","0791","ESC. Nº 791","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Jardín de infantes ","Sala de 4 años","1",""
"540111600","0791","ESC. Nº 791","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","2","0"
"540111600","0791","ESC. Nº 791","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","4","1"
"540111600","0791","ESC. Nº 791","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","1","0"
"540111601","0791","Aula Sat. Nº 01: ""ESC. Nº 791""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Jardín de infantes ","Sala de 5 años","1",""
"540111601","0791","Aula Sat. Nº 01: ""ESC. Nº 791""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","2","0"
"540111601","0791","Aula Sat. Nº 01: ""ESC. Nº 791""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","3","0"
"540111601","0791","Aula Sat. Nº 01: ""ESC. Nº 791""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","5","2"
"540111601","0791","Aula Sat. Nº 01: ""ESC. Nº 791""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","4","0"
"540111601","0791","Aula Sat. Nº 01: ""ESC. Nº 791""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","3","0"
"540111601","0791","Aula Sat. Nº 01: ""ESC. Nº 791""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","2","0"
"540111601","0791","Aula Sat. Nº 01: ""ESC. Nº 791""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","5","0"
"540111700","0796","ESC. Nº 796: ""SANTA RITA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","1er Año/Grado","51","1"
"540111700","0796","ESC. Nº 796: ""SANTA RITA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","2do Año/Grado","51","0"
"540111700","0796","ESC. Nº 796: ""SANTA RITA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","3er Año/Grado","52","4"
"540111700","0796","ESC. Nº 796: ""SANTA RITA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","4to Año/Grado","66","0"
"540111700","0796","ESC. Nº 796: ""SANTA RITA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","5to Año/Grado","56","2"
"540111700","0796","ESC. Nº 796: ""SANTA RITA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","6to Año/Grado","49","2"
"540111700","0796","ESC. Nº 796: ""SANTA RITA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","43","0"
"540111800","0797","ESC. Nº 797: ""ADOLFO OTTO ZACH""","GUARANI","SAN VICENTE","Estatal","Urbano","Común - Primaria de 7 años ","1er Año/Grado","30","0"
"540111800","0797","ESC. Nº 797: ""ADOLFO OTTO ZACH""","GUARANI","SAN VICENTE","Estatal","Urbano","Común - Primaria de 7 años ","2do Año/Grado","36","0"
"540111800","0797","ESC. Nº 797: ""ADOLFO OTTO ZACH""","GUARANI","SAN VICENTE","Estatal","Urbano","Común - Primaria de 7 años ","3er Año/Grado","43","4"
"540111800","0797","ESC. Nº 797: ""ADOLFO OTTO ZACH""","GUARANI","SAN VICENTE","Estatal","Urbano","Común - Primaria de 7 años ","4to Año/Grado","57","0"
"540111800","0797","ESC. Nº 797: ""ADOLFO OTTO ZACH""","GUARANI","SAN VICENTE","Estatal","Urbano","Común - Primaria de 7 años ","5to Año/Grado","35","0"
"540111800","0797","ESC. Nº 797: ""ADOLFO OTTO ZACH""","GUARANI","SAN VICENTE","Estatal","Urbano","Común - Primaria de 7 años ","6to Año/Grado","37","2"
"540111800","0797","ESC. Nº 797: ""ADOLFO OTTO ZACH""","GUARANI","SAN VICENTE","Estatal","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","40","0"
"540111900","0798","ESC. Nº 798: ""YVY PITA"" (ABORIGEN)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","1","0"
"540111900","0798","ESC. Nº 798: ""YVY PITA"" (ABORIGEN)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","6","0"
"540111900","0798","ESC. Nº 798: ""YVY PITA"" (ABORIGEN)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","6","4"
"540111900","0798","ESC. Nº 798: ""YVY PITA"" (ABORIGEN)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","9","0"
"540111900","0798","ESC. Nº 798: ""YVY PITA"" (ABORIGEN)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","7","2"
"540111900","0798","ESC. Nº 798: ""YVY PITA"" (ABORIGEN)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","7","0"
"540111901","0798","Aula Sat. Nº 01: ""ESC. Nº 798""","LIBERTADOR GRL SAN MARTIN","PUERTO LEONI","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","7","0"
"540111901","0798","Aula Sat. Nº 01: ""ESC. Nº 798""","LIBERTADOR GRL SAN MARTIN","PUERTO LEONI","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","7","0"
"540111901","0798","Aula Sat. Nº 01: ""ESC. Nº 798""","LIBERTADOR GRL SAN MARTIN","PUERTO LEONI","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","5","0"
"540111901","0798","Aula Sat. Nº 01: ""ESC. Nº 798""","LIBERTADOR GRL SAN MARTIN","PUERTO LEONI","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","6","0"
"540111901","0798","Aula Sat. Nº 01: ""ESC. Nº 798""","LIBERTADOR GRL SAN MARTIN","PUERTO LEONI","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","4","0"
"540111901","0798","Aula Sat. Nº 01: ""ESC. Nº 798""","LIBERTADOR GRL SAN MARTIN","PUERTO LEONI","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","8","0"
"540111901","0798","Aula Sat. Nº 01: ""ESC. Nº 798""","LIBERTADOR GRL SAN MARTIN","PUERTO LEONI","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","4","0"
"540111902","0798","Aula Sat. Nº 02: ""ESC. Nº 798""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","1er Año/Grado","6","0"
"540111902","0798","Aula Sat. Nº 02: ""ESC. Nº 798""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","2do Año/Grado","1","0"
"540111902","0798","Aula Sat. Nº 02: ""ESC. Nº 798""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","3er Año/Grado","6","0"
"540111902","0798","Aula Sat. Nº 02: ""ESC. Nº 798""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","4to Año/Grado","2","1"
"540111902","0798","Aula Sat. Nº 02: ""ESC. Nº 798""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","5to Año/Grado","2","0"
"540111902","0798","Aula Sat. Nº 02: ""ESC. Nº 798""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","6to Año/Grado","3","0"
"540111902","0798","Aula Sat. Nº 02: ""ESC. Nº 798""","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Primaria de 7 años ","7mo Año/Grado","3","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","Sala de 3 años","18",""
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","Sala de 4 años","21",""
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","Sala de 5 años","32",""
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","1er Año/Grado","44","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","2do Año/Grado","28","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","3er Año/Grado","45","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","4to Año/Grado","43","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","5to Año/Grado","42","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","6to Año/Grado","41","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","52","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Secundaria Completa req. 7 años ","1er Año/Grado","54","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Secundaria Completa req. 7 años ","2do Año/Grado","58","1"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Secundaria Completa req. 7 años ","3er Año/Grado","33","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Secundaria Completa req. 7 años ","4to Año/Grado","44","0"
"540112000","0437","INST. SUP. ""COLEGIO DEL CARMEN""","CAPITAL","POSADAS","Privado","Urbano","Común - Secundaria Completa req. 7 años ","5to Año/Grado","41","0"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Jardín de infantes ","Sala de 3 años","9",""
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Jardín de infantes ","Sala de 4 años","21",""
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Jardín de infantes ","Sala de 5 años","18",""
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Primaria de 7 años ","1er Año/Grado","20","1"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Primaria de 7 años ","2do Año/Grado","25","0"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Primaria de 7 años ","3er Año/Grado","24","0"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Primaria de 7 años ","4to Año/Grado","41","0"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Primaria de 7 años ","5to Año/Grado","22","0"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Primaria de 7 años ","6to Año/Grado","17","1"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Primaria de 7 años ","7mo Año/Grado","25","0"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Secundaria Completa req. 7 años ","1er Año/Grado","49","0"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Secundaria Completa req. 7 años ","2do Año/Grado","34","1"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Secundaria Completa req. 7 años ","3er Año/Grado","31","0"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Secundaria Completa req. 7 años ","4to Año/Grado","24","0"
"540112100","0206","INST. ""SAN PABLO""","CAINGUAS","DOS DE MAYO","Privado","Urbano","Común - Secundaria Completa req. 7 años ","5to Año/Grado","24","0"
"540112200","0446","INST. SUP. ""JESUS DE NAZARETH""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","Sala de 3 años","20",""
"540112200","0446","INST. SUP. ""JESUS DE NAZARETH""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","Sala de 4 años","113",""
"540112200","0446","INST. SUP. ""JESUS DE NAZARETH""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","Sala de 5 años","111",""
"540112200","0446","INST. SUP. ""JESUS DE NAZARETH""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","1er Año/Grado","128","0"
"540112200","0446","INST. SUP. ""JESUS DE NAZARETH""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","2do Año/Grado","154","0"
"540112200","0446","INST. SUP. ""JESUS DE NAZARETH""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","3er Año/Grado","125","1"
